event_types,u,i,ts
0,7,14,361068120
0,2,17,361068768
0,8,15,361069884
0,13,15,361073664
0,1,4,361120680
0,1,11,361120968
0,12,17,361133748
0,12,16,361134684
0,0,11,361189260
0,4,6,361191996
0,2,8,361199268
0,14,15,361200780
0,1,19,361205784
0,8,15,361206432
0,11,17,361210788
0,3,13,361212120
0,4,6,361214928
0,14,19,361217808
0,10,15,361221876
0,0,9,361223316
0,6,13,361223496
0,5,12,361229940
0,14,15,361239948
0,9,16,361242972
0,5,16,361246068
0,5,15,361247436
0,10,19,361254960
0,3,8,361286856
0,7,10,361287756
0,9,13,361288872
0,0,12,361292580
0,0,10,361332828
0,9,14,361333116
0,4,5,361335492
0,0,17,361337688
0,4,10,361338948
0,7,18,361401876
0,2,9,361442628
0,9,13,361442700
0,1,16,361443636
0,2,11,361447524
0,6,7,361448208
0,16,19,361449432
0,8,17,361451016
0,6,13,361452960
0,8,10,361454292
0,7,16,361457208
0,6,9,361462392
0,12,15,361496304
0,14,18,361498428
0,12,14,361505916
0,7,10,361515600
0,0,14,361544688
0,15,18,361545084
0,6,9,361545696
0,0,2,361548612
0,1,17,361550880
0,6,8,361555560
0,6,15,361561752
0,6,8,361584036
0,5,9,361584072
0,14,19,361593648
0,4,6,361594080
0,1,3,361598940
0,1,9,361627092
0,12,18,361627884
0,1,7,361628136
0,3,11,361628928
0,4,17,361638360
0,0,17,361639512
0,6,8,361642176
0,1,16,361643976
0,8,19,361644912
0,2,15,361672416
0,8,13,361672452
0,0,2,361678320
0,12,15,361678752
0,7,9,361680588
0,0,15,361683036
0,2,3,361684152
0,3,7,361686060
0,6,19,361694268
0,2,16,361730556
0,15,16,361785924
0,1,13,361789056
0,4,13,361828080
0,6,14,361849248
0,7,8,361853280
0,3,16,361858680
0,0,1,361870416
0,9,17,361896912
0,7,9,361898136
0,4,16,361899144
0,10,18,361899324
0,1,8,361899468
0,14,18,361899684
0,0,2,361900332
0,3,5,361900512
0,15,17,361900908
0,0,8,361900980
0,6,11,361902096
0,1,18,361902132
0,7,13,361902168
0,2,13,361902456
0,16,18,361902960
0,0,3,361905192
0,6,14,361908576
0,6,19,361915632
0,3,8,361917972
0,10,13,361930032
0,6,12,361936836
0,12,13,361937808
0,0,13,361938996
0,1,18,361944828
0,6,7,361946124
0,1,12,361946340
0,6,10,361952424
0,10,16,361952712
0,5,19,361953324
0,9,18,361953540
0,7,18,361957608
0,9,18,361958760
0,3,11,361960956
0,8,11,361966212
0,10,18,361973520
0,6,17,361980504
0,15,17,361980972
0,3,7,361981440
0,2,19,361981980
0,8,10,362039724
0,7,8,362045448
0,1,18,362045520
0,8,18,362047932
0,3,12,362053008
0,3,18,362053836
0,12,15,362053944
0,4,14,362054232
0,4,17,362054772
0,15,18,362055276
0,4,15,362061936
0,2,12,362063988
0,1,17,362065860
0,0,12,362068380
0,10,19,362069532
0,10,13,362069784
0,7,19,362070396
0,9,14,362070576
0,3,8,362071332
0,12,13,362071404
0,5,13,362071440
0,4,19,362071944
0,3,8,362072412
0,8,16,362072808
0,5,16,362073996
0,6,18,362074068
0,10,18,362074644
0,13,14,362075328
0,13,15,362075328
0,0,14,362077092
0,9,11,362077128
0,9,15,362078496
0,4,8,362079900
0,0,1,362080512
0,11,13,362083140
0,0,7,362083176
0,3,12,362149344
0,12,15,362169468
0,3,19,362169720
0,6,12,362199312
0,8,13,362199420
0,1,9,362199420
0,12,15,362202768
0,1,5,362203740
0,0,11,362204856
0,5,9,362205360
0,0,16,362208960
0,4,19,362217420
0,3,15,362220228
0,2,4,362222280
0,7,17,362228148
0,2,6,362236932
0,1,2,362249532
0,4,12,362249928
0,11,18,362250036
0,4,12,362250792
0,8,13,362253564
0,11,13,362254824
0,13,14,362255436
0,0,15,362256264
0,11,19,362256624
0,0,15,362257236
0,3,13,362257344
0,1,11,362259072
0,4,17,362260584
0,13,16,362261088
0,17,19,362261088
0,2,9,362261412
0,2,16,362266884
0,0,9,362274588
0,14,18,362276820
0,2,9,362278080
0,9,11,362282328
0,4,12,362283120
0,9,16,362285856
0,14,15,362288376
0,3,15,362288952
0,10,18,362292048
0,4,19,362295000
0,0,14,362296512
0,1,4,362315700
0,5,7,362315988
0,8,15,362316420
0,2,12,362316852
0,12,18,362318004
0,10,11,362318256
0,2,10,362319696
0,16,18,362321460
0,2,14,362322828
0,2,10,362323224
0,6,19,362324304
0,1,7,362324376
0,7,19,362324952
0,10,12,362325852
0,5,19,362327436
0,2,9,362328192
0,3,18,362329272
0,6,15,362331360
0,5,17,362331756
0,4,8,362335284
0,4,18,362338308
0,17,19,362343456
0,2,8,362345580
0,15,16,362391624
0,0,12,362393496
0,2,17,362396052
0,9,15,362406312
0,11,18,362449692
0,2,7,362462688
0,1,11,362463876
0,4,13,362464128
0,5,11,362465892
0,14,18,362466216
0,4,9,362467044
0,11,17,362467332
0,2,19,362467800
0,1,16,362469276
0,3,9,362470032
0,1,14,362470248
0,4,19,362485512
0,15,16,362485908
0,6,7,362492748
0,1,10,362497464
0,9,13,362497752
0,6,10,362498436
0,4,11,362502432
0,2,13,362503260
0,5,13,362503872
0,0,9,362504304
0,2,5,362506104
0,1,3,362509524
0,1,16,362510064
0,6,18,362511468
0,6,19,362512080
0,3,18,362512800
0,3,17,362513880
0,9,14,362514096
0,1,8,362515032
0,8,14,362515680
0,0,12,362518164
0,14,18,362520396
0,16,18,362521296
0,9,19,362522880
0,8,17,362523816
0,0,16,362525112
0,1,12,362528280
0,2,10,362543004
0,3,14,362549592
0,10,18,362556288
0,13,18,362561868
0,12,13,362563344
0,3,11,362633472
0,3,19,362635956
0,10,12,362636208
0,1,13,362647548
0,6,18,362650932
0,3,12,362655828
0,1,17,362657088
0,6,13,362657772
0,2,5,362661948
0,1,12,362667960
0,11,15,362670228
0,2,4,362672748
0,3,8,362673540
0,10,17,362681064
0,6,18,362681676
0,5,6,362685924
0,5,15,362686968
0,4,6,362687472
0,5,11,362688048
0,0,6,362689092
0,2,17,362705148
0,17,19,362767104
0,12,18,362767608
0,3,12,362767716
0,10,13,362770992
0,5,17,362773512
0,2,7,362776644
0,6,16,362777256
0,7,19,362779956
0,10,17,362783088
0,4,9,362784780
0,8,11,362788776
0,4,18,362789532
0,3,4,362789604
0,13,14,362789784
0,3,11,362796660
0,5,18,362828736
0,2,8,362868120
0,6,8,362871432
0,4,19,362879064
0,2,10,362882376
0,6,11,362886804
0,5,19,362892600
0,8,17,362892888
0,9,19,362894904
0,6,16,362896092
0,4,14,362897748
0,8,11,362898036
0,7,19,362905704
0,1,6,362920608
0,13,16,362923380
0,11,12,362926692
0,8,17,362926944
0,13,16,362927124
0,6,10,362927232
0,12,18,362928060
0,0,6,362928240
0,8,9,362928348
0,3,11,362931372
0,3,5,362932056
0,14,16,362932488
0,9,16,362932704
0,1,17,362932956
0,15,19,362933568
0,6,7,362934144
0,2,19,362934612
0,6,11,362934648
0,4,14,362934792
0,1,3,362937816
0,1,16,362937888
0,1,7,362938644
0,0,16,362938896
0,16,17,362939220
0,7,12,362940444
0,6,12,362940444
0,2,6,362941596
0,6,13,362941884
0,11,15,362942604
0,2,9,362944152
0,8,19,362946492
0,9,16,362946600
0,7,8,362947032
0,6,16,362947464
0,10,14,362947608
0,11,14,362948616
0,8,14,362950524
0,0,10,362951352
0,1,2,362952036
0,4,18,362952180
0,0,11,362953548
0,5,19,362954556
0,13,15,363002004
0,1,18,363003264
0,2,6,363015612
0,0,5,363016332
0,2,5,363016476
0,6,16,363081348
0,3,17,363085380
0,15,18,363085848
0,0,14,363094236
0,9,19,363097728
0,1,7,363101940
0,4,19,363106476
0,2,14,363112956
0,1,19,363114792
0,17,19,363119724
0,16,17,363120408
0,3,6,363132324
0,2,8,363134448
0,0,14,363136068
0,7,10,363136680
0,17,18,363138084
0,0,17,363139308
0,17,19,363139488
0,2,5,363141036
0,2,19,363142836
0,2,8,363185964
0,8,13,363210048
0,2,9,363215016
0,1,2,363215412
0,3,16,363277296
0,17,19,363280356
0,2,14,363283848
0,0,7,363284280
0,5,19,363284928
0,1,17,363285180
0,4,5,363286872
0,5,14,363287628
0,3,5,363288240
0,0,1,363289860
0,3,11,363290292
0,17,19,363292164
0,15,19,363292488
0,9,19,363292560
0,0,17,363294576
0,11,15,363295908
0,4,11,363297132
0,10,12,363299400
0,18,19,363301524
0,1,5,363301524
0,15,16,363303756
0,1,13,363304260
0,6,14,363317040
0,1,2,363322080
0,4,16,363326148
0,15,19,363328776
0,4,13,363333672
0,3,19,363333744
0,1,9,363334644
0,14,15,363336480
0,2,7,363338388
0,15,16,363342204
0,12,14,363343284
0,5,7,363344148
0,2,19,363344256
0,2,7,363344328
0,7,17,363345840
0,2,8,363392280
0,17,19,363395232
0,4,12,363406500
0,3,7,363414744
0,4,15,363415248
0,3,15,363416328
0,10,13,363422376
0,2,3,363441780
0,7,19,363443616
0,5,8,363444768
0,13,16,363445272
0,1,7,363449664
0,13,16,363449808
0,13,19,363486960
0,12,13,363521772
0,2,7,363526380
0,0,9,363526452
0,0,1,363529620
0,5,13,363530808
0,7,14,363565008
0,12,19,363566448
0,2,16,363566736
0,0,14,363567384
0,6,15,363567852
0,10,12,363568572
0,9,11,363570696
0,4,7,363572136
0,13,15,363578904
0,0,9,363579012
0,16,18,363583980
0,5,16,363610476
0,5,7,363611916
0,0,17,363666672
0,3,11,363674556
0,9,15,363676320
0,6,9,363677904
0,3,6,363679560
0,10,17,363689496
0,1,2,363710340
0,5,7,363710700
0,10,11,363715812
0,4,18,363716892
0,3,11,363717432
0,5,18,363721176
0,9,17,363721716
0,8,17,363721788
0,2,4,363722328
0,2,5,363722472
0,12,15,363723048
0,3,9,363723300
0,8,18,363728340
0,12,17,363729744
0,5,9,363730896
0,6,19,363731544
0,0,10,363733956
0,8,9,363734172
0,2,8,363735000
0,2,9,363735108
0,1,7,363736008
0,12,19,363736260
0,10,15,363736656
0,2,12,363737304
0,6,19,363738024
0,10,12,363740616
0,6,13,363753684
0,1,2,363760380
0,3,6,363782736
0,9,18,363784968
0,14,18,363787380
0,7,18,363794400
0,2,18,363795768
0,7,15,363796092
0,1,6,363798648
0,5,13,363798936
0,8,19,363802032
0,2,17,363802104
0,5,18,363907224
0,2,14,363908160
0,1,9,363909744
0,7,16,363909816
0,9,16,363917700
0,6,18,363964644
0,2,15,363964644
0,6,18,363968028
0,1,19,363969144
0,8,14,363973356
0,2,5,363973716
0,7,13,363974004
0,15,16,363974472
0,3,11,363975084
0,1,3,363975696
0,12,18,363977028
0,4,11,363977100
0,17,19,363977712
0,8,12,363978324
0,10,18,363979836
0,10,19,363979944
0,9,17,363980736
0,7,12,363980880
0,2,16,363981276
0,0,6,363981780
0,14,18,363982500
0,9,12,363985740
0,14,18,363986136
0,3,13,363986640
0,0,9,363986820
0,4,7,363987756
0,11,13,363988080
0,0,18,363988260
0,1,7,363995460
0,1,15,364005828
0,8,10,364008780
0,1,13,364011876
0,5,6,364017636
0,10,17,364017780
0,8,16,364018824
0,10,16,364021308
0,14,18,364025340
0,3,13,364027428
0,17,18,364028796
0,9,14,364028940
0,4,12,364034772
0,6,7,364036932
0,0,2,364037328
0,0,1,364097700
0,11,16,364104864
0,3,5,364106448
0,5,9,364109256
0,3,12,364114836
0,2,3,364116456
0,1,14,364117176
0,8,17,364119768
0,6,11,364120020
0,10,15,364122396
0,12,19,364125744
0,7,19,364128084
0,5,17,364129344
0,11,19,364154436
0,16,18,364176108
0,1,7,364213872
0,15,18,364228632
0,6,18,364230900
0,6,8,364234320
0,4,11,364236516
0,2,19,364236840
0,8,11,364238064
0,3,18,364238316
0,16,17,364238892
0,10,13,364239720
0,6,9,364241052
0,7,8,364250052
0,16,18,364293360
0,15,16,364298364
0,0,10,364298904
0,0,7,364299228
0,6,17,364300776
0,11,19,364300848
0,8,14,364300920
0,13,19,364303440
0,2,3,364303872
0,2,4,364317336
0,6,7,364352544
0,2,16,364354560
0,0,15,364355064
0,6,18,364358124
0,8,10,364358916
0,3,11,364362516
0,12,13,364365288
0,6,14,364368852
0,9,15,364370256
0,16,18,364387428
0,7,12,364387572
0,2,18,364393908
0,11,15,364394664
0,17,19,364395492
0,17,18,364395528
0,1,11,364400640
0,10,17,364412916
0,14,16,364413744
0,8,16,364452804
0,3,19,364458240
0,13,18,364463640
0,0,19,364467780
0,4,11,364470804
0,0,15,364471164
0,1,5,364472244
0,15,18,364474656
0,0,7,364475484
0,9,18,364476384
0,1,17,364476708
0,1,10,364476744
0,16,18,364478364
0,7,16,364478544
0,10,17,364478868
0,9,10,364480704
0,2,14,364480704
0,7,17,364480884
0,4,19,364484736
0,4,9,364485996
0,8,18,364487184
0,0,1,364487796
0,5,13,364487904
0,8,19,364502124
0,4,11,364503780
0,1,18,364515588
0,6,8,364531320
0,7,18,364533048
0,5,19,364534956
0,7,15,364538052
0,4,10,364541904
0,5,7,364561416
0,0,4,364604220
0,15,18,364617576
0,1,16,364657140
0,6,18,364657428
0,8,18,364663116
0,2,19,364663800
0,9,14,364681296
0,5,12,364701420
0,4,12,364703976
0,2,18,364705848
0,3,10,364706424
0,1,19,364706532
0,7,11,364706676
0,0,9,364765176
0,1,5,364768056
0,11,17,364768848
0,5,10,364772304
0,12,17,364772988
0,10,17,364782528
0,6,17,364793256
0,3,12,364826052
0,9,17,364829184
0,3,15,364829868
0,0,2,364835520
0,12,13,364836888
0,0,16,364854456
0,2,12,364857048
0,5,12,364858308
0,7,17,364863204
0,9,17,364892148
0,3,19,364892436
0,7,15,364912596
0,12,19,364943772
0,11,18,364944168
0,1,6,365071788
0,3,5,365073588
0,2,19,365074200
0,12,16,365077656
0,4,17,365082012
0,16,18,365084172
0,11,14,365128848
0,2,5,365134608
0,6,15,365138316
0,11,12,365138496
0,14,15,365145372
0,1,4,365148504
0,8,9,365149332
0,1,7,365168952
0,10,13,365170752
0,4,9,365175396
0,0,2,365176476
0,3,15,365181336
0,10,14,365189436
0,17,18,365193036
0,0,3,365193540
0,3,10,365193684
0,12,13,365211936
0,14,19,365214096
0,9,16,365219316
0,0,19,365239296
0,8,12,365244804
0,9,13,365246820
0,3,14,365264568
0,8,13,365268168
0,7,9,365296680
0,2,6,365297436
0,1,11,365298948
0,1,12,365300496
0,1,17,365303016
0,8,17,365303412
0,4,9,365304024
0,1,9,365310972
0,1,11,365311296
0,2,3,365311296
0,6,14,365312700
0,0,2,365315292
0,11,12,365315976
0,7,10,365316408
0,0,14,365316768
0,0,9,365317164
0,4,13,365320296
0,10,19,365322204
0,2,16,365328828
0,0,16,365330016
0,8,17,365331852
0,8,14,365336100
0,7,18,365366340
0,0,1,365368644
0,2,19,365373396
0,13,16,365374044
0,0,11,365376852
0,10,12,365378148
0,8,19,365379300
0,15,18,365379912
0,6,10,365380740
0,1,16,365380956
0,7,16,365381280
0,1,2,365381748
0,0,8,365382252
0,1,11,365382972
0,4,18,365384052
0,6,19,365384448
0,5,8,365384448
0,18,19,365384592
0,8,19,365385204
0,9,17,365385492
0,12,16,365385672
0,0,2,365387364
0,16,18,365388660
0,14,18,365388804
0,3,10,365389020
0,2,10,365389380
0,3,8,365390100
0,1,15,365390604
0,2,15,365391180
0,12,16,365391684
0,2,4,365391684
0,3,10,365392152
0,3,13,365392224
0,5,6,365392764
0,11,14,365393484
0,12,15,365393880
0,2,3,365394024
0,12,19,365394204
0,5,19,365394564
0,15,18,365394672
0,4,12,365394744
0,8,11,365394816
0,6,9,365399316
0,9,14,365400396
0,0,13,365401116
0,13,17,365402124
0,0,4,365404176
0,10,16,365410800
0,4,18,365415588
0,5,18,365419332
0,8,18,365420844
0,13,16,365427324
0,9,12,365440392
0,13,16,365440536
0,7,16,365443128
0,7,12,365443920
0,0,15,365444496
0,8,13,365446008
0,8,10,365447520
0,15,17,365447988
0,17,19,365448312
0,2,8,365448636
0,8,16,365450616
0,11,14,365451336
0,17,18,365451444
0,3,12,365454216
0,1,8,365454396
0,10,18,365454756
0,2,6,365455908
0,7,14,365456160
0,7,9,365456520
0,10,13,365456736
0,10,15,365456736
0,3,5,365456736
0,4,10,365457276
0,2,11,365457708
0,3,11,365457708
0,8,10,365459400
0,3,10,365459760
0,9,13,365460012
0,13,17,365460084
0,0,3,365460588
0,0,7,365460696
0,5,18,365461740
0,3,19,365461920
0,8,15,365461956
0,10,11,365463036
0,2,17,365463252
0,5,9,365463288
0,9,15,365463864
0,0,4,365464512
0,3,18,365465376
0,1,17,365465592
0,10,15,365466276
0,0,18,365466384
0,0,2,365466420
0,9,10,365467212
0,12,16,365467248
0,8,11,365467428
0,11,14,365467536
0,9,19,365467680
0,15,17,365467752
0,7,12,365468076
0,11,14,365468364
0,1,9,365468616
0,9,14,365468724
0,2,9,365468724
0,0,13,365468832
0,0,9,365469480
0,6,10,365469660
0,0,11,365469876
0,6,12,365469912
0,2,4,365470164
0,13,17,365470236
0,2,8,365470668
0,12,19,365471028
0,3,17,365471244
0,11,16,365471316
0,1,3,365471604
0,1,11,365471676
0,7,14,365472432
0,10,19,365472720
0,1,6,365473008
0,7,10,365473260
0,5,13,365473332
0,8,11,365474232
0,13,14,365474664
0,4,13,365474916
0,1,12,365475204
0,10,19,365477400
0,8,15,365478372
0,8,14,365479380
0,1,4,365479416
0,0,13,365480064
0,6,9,365481252
0,10,16,365482512
0,9,18,365482944
0,6,17,365483736
0,5,8,365484456
0,5,13,365490036
0,10,12,365491152
0,10,18,365491260
0,11,13,365496336
0,8,15,365501340
0,7,18,365504112
0,7,15,365504328
0,0,6,365506200
0,2,4,365510736
0,1,14,365514552
0,4,5,365514696
0,11,15,365514768
0,9,14,365515992
0,5,10,365549112
0,16,19,365551164
0,12,16,365566572
0,0,5,365567076
0,2,13,365568120
0,12,13,365568120
0,1,8,365589720
0,5,18,365590476
0,15,16,365619348
0,3,8,365629752
0,4,7,365649516
0,9,11,365688900
0,13,15,365690376
0,3,17,365739228
0,2,7,365756292
0,2,7,365785092
0,8,17,365785848
0,15,16,365786676
0,16,17,365787216
0,1,2,365787360
0,4,10,365787684
0,7,15,365787936
0,12,16,365788044
0,1,5,365788152
0,0,9,365789952
0,10,13,365790600
0,7,19,365792616
0,1,8,365793552
0,0,17,365794092
0,0,4,365794380
0,7,10,365795784
0,2,14,365797620
0,1,4,365797944
0,5,15,365798628
0,9,18,365799240
0,6,7,365802696
0,5,6,365802804
0,10,19,365805720
0,15,19,365806152
0,5,10,365807592
0,11,18,365813064
0,2,6,365814792
0,6,12,365815800
0,1,3,365816484
0,4,7,365817060
0,5,14,365817852
0,3,16,365819472
0,13,14,365819544
0,5,13,365822316
0,7,10,365824620
0,5,14,365824800
0,14,16,365824944
0,2,8,365825844
0,6,13,365825916
0,1,9,365826960
0,13,19,365828976
0,1,2,365830020
0,1,5,365830272
0,10,16,365830380
0,7,16,365830452
0,15,19,365830488
0,10,14,365833944
0,11,15,365834592
0,13,17,365834772
0,1,16,365835132
0,1,3,365835996
0,3,14,365840568
0,4,14,365841936
0,14,16,365843772
0,3,10,365844276
0,4,19,365844888
0,8,19,365846616
0,6,19,365848236
0,3,16,365852052
0,9,15,365852556
0,10,13,365853132
0,8,15,365854392
0,4,7,365854644
0,0,6,365854860
0,11,12,365855472
0,13,18,365857272
0,6,14,365857704
0,2,3,365857848
0,14,18,365857920
0,8,14,365858712
0,3,7,365859396
0,9,13,365859792
0,2,17,365860836
0,1,10,365860908
0,1,9,365861700
0,6,17,365862024
0,1,9,365862060
0,12,14,365863968
0,4,5,365864328
0,17,18,365864328
0,1,17,365864436
0,2,11,365865876
0,9,14,365866416
0,9,18,365867496
0,9,14,365867820
0,14,18,365868072
0,5,7,365870664
0,8,11,365870700
0,0,9,365870988
0,0,3,365871708
0,15,19,365873472
0,14,19,365874516
0,6,11,365874840
0,2,10,365876352
0,10,19,365876388
0,8,11,365881068
0,13,17,365882940
0,5,18,365893416
0,17,19,365894100
0,5,12,365895000
0,3,11,365896224
0,8,10,365899284
0,5,11,365901660
0,4,8,365903352
0,12,17,365909076
0,5,13,365914944
0,2,12,365915232
0,13,18,365920416
0,9,13,365921100
0,1,2,365922000
0,6,11,365923296
0,1,16,365923332
0,1,16,365923512
0,1,18,365923728
0,3,4,365923836
0,0,12,365924340
0,11,19,365924484
0,0,15,365924808
0,15,17,365925096
0,13,18,365926104
0,7,18,365927184
0,2,16,365929524
0,6,18,365929740
0,3,7,365931468
0,4,15,365932152
0,5,19,365933808
0,12,17,365936652
0,2,10,365937192
0,1,12,365937912
0,8,18,365943168
0,16,18,365943780
0,3,10,365967252
0,3,15,365968440
0,13,17,365968944
0,0,8,365969700
0,12,18,365969772
0,3,6,365970024
0,9,17,365972040
0,4,5,365972112
0,7,16,365977152
0,0,18,365977476
0,4,14,365978052
0,8,11,365980464
0,6,18,365980752
0,5,17,365998752
0,0,7,366000840
0,17,19,366001128
0,1,16,366007248
0,11,19,366041880
0,1,17,366107616
0,11,18,366108192
0,10,19,366111036
0,0,18,366111972
0,0,14,366116004
0,3,19,366116508
0,0,18,366117876
0,11,16,366118380
0,5,14,366118704
0,2,6,366118812
0,18,19,366121008
0,3,7,366121620
0,1,14,366159636
0,4,8,366187644
0,0,13,366206184
0,4,16,366208848
0,0,2,366210432
0,6,17,366210828
0,1,12,366228252
0,11,16,366258636
0,0,10,366277536
0,3,4,366278688
0,0,14,366281028
0,0,19,366287904
0,8,14,366289200
0,3,9,366289776
0,4,8,366295284
0,9,13,366295788
0,0,18,366296328
0,11,18,366298596
0,9,17,366298596
0,1,9,366299856
0,6,16,366299892
0,8,18,366301260
0,2,14,366301332
0,2,13,366302268
0,1,18,366302772
0,4,12,366303708
0,2,15,366304212
0,11,13,366304752
0,5,14,366305256
0,2,17,366306516
0,12,19,366306552
0,7,8,366307884
0,1,12,366308280
0,2,8,366308388
0,10,15,366308532
0,6,10,366308640
0,11,14,366311124
0,3,17,366311304
0,6,17,366312348
0,8,11,366312636
0,9,18,366312780
0,4,11,366313212
0,11,14,366314004
0,3,7,366314472
0,8,12,366314760
0,6,19,366315912
0,2,9,366316092
0,14,18,366316200
0,5,11,366316488
0,4,15,366317064
0,4,11,366317100
0,6,14,366317856
0,15,16,366318936
0,13,19,366318936
0,5,11,366319116
0,4,12,366319728
0,6,16,366319908
0,2,11,366324696
0,3,10,366326604
0,12,18,366346584
0,3,14,366346944
0,7,8,366358824
0,4,15,366360264
0,9,19,366360696
0,2,3,366362892
0,3,5,366364008
0,1,3,366364800
0,1,10,366364836
0,3,7,366367392
0,12,16,366369084
0,1,16,366369768
0,10,16,366370236
0,1,5,366370452
0,6,16,366372468
0,3,13,366372504
0,6,12,366373116
0,4,6,366373260
0,2,8,366373512
0,6,7,366373512
0,13,15,366374268
0,4,12,366374376
0,5,19,366374448
0,0,12,366374556
0,2,6,366374592
0,0,7,366375168
0,6,13,366375204
0,11,17,366375348
0,13,15,366375384
0,9,11,366375780
0,12,17,366375924
0,3,13,366376176
0,7,13,366376212
0,2,8,366376356
0,7,18,366376572
0,3,10,366376572
0,6,7,366376608
0,8,16,366377076
0,8,9,366377328
0,4,7,366378084
0,15,19,366378300
0,10,12,366378480
0,3,17,366379272
0,7,13,366379380
0,0,15,366379524
0,2,19,366379560
0,4,13,366379560
0,9,11,366379560
0,7,8,366380280
0,5,15,366381144
0,10,11,366382008
0,2,15,366382080
0,0,10,366383232
0,4,15,366384024
0,11,18,366384816
0,13,16,366386436
0,7,12,366411600
0,2,5,366429168
0,6,18,366450804
0,9,10,366450948
0,10,17,366452244
0,3,14,366454116
0,4,6,366458112
0,4,19,366458148
0,3,7,366459768
0,8,17,366460380
0,0,7,366476112
0,14,19,366591060
0,1,7,366636204
0,7,8,366662952
0,5,8,366665364
0,13,19,366668640
0,17,18,366676308
0,9,15,366681168
0,4,12,366682608
0,8,14,366684984
0,0,4,366690816
0,1,18,366693984
0,5,13,366695676
0,7,8,366695856
0,6,8,366695856
0,10,11,366699024
0,2,6,366699420
0,10,13,366699564
0,5,13,366699780
0,6,10,366701508
0,11,18,366704316
0,11,13,366704388
0,3,7,366704784
0,7,14,366705432
0,4,11,366706440
0,14,15,366707412
0,9,10,366714756
0,1,2,366717348
0,2,6,366718248
0,1,8,366722100
0,3,16,366728220
0,10,19,366728544
0,7,11,366729552
0,3,4,366730092
0,6,13,366733476
0,3,14,366739380
0,0,15,366740820
0,5,12,366740856
0,5,18,366741144
0,12,14,366742872
0,6,13,366748812
0,4,6,366751080
0,2,3,366754212
0,1,2,366769116
0,0,11,366769692
0,3,8,366803100
0,8,9,366804864
0,0,17,366831432
0,17,19,366835536
0,3,8,366836400
0,11,14,366838416
0,3,6,366838956
0,4,6,366838956
0,7,16,366839064
0,13,16,366839856
0,5,19,366840504
0,8,13,366840900
0,6,8,366840936
0,4,14,366842988
0,3,5,366847344
0,1,18,366862896
0,2,8,366862896
0,2,19,366863112
0,9,19,366866604
0,12,19,366867972
0,8,13,366868080
0,1,2,366868620
0,2,3,366870636
0,1,5,366870708
0,9,19,366874416
0,2,6,366952104
0,1,16,366953292
0,0,19,367064424
0,0,2,367104600
0,1,8,367104780
0,3,19,367104960
0,0,3,367106508
0,0,17,367113456
0,12,16,367114572
0,7,9,367115976
0,11,15,367118028
0,7,18,367122168
0,2,19,367122960
0,0,5,367123356
0,4,13,367127568
0,11,15,367129008
0,8,18,367129404
0,11,17,367129764
0,7,17,367130412
0,10,18,367142580
0,14,16,367146144
0,11,19,367146468
0,8,16,367146900
0,2,4,367148268
0,12,16,367148304
0,1,15,367155864
0,8,17,367165584
0,1,8,367176996
0,11,17,367178436
0,2,5,367183368
0,0,15,367183548
0,1,8,367192296
0,7,12,367193520
0,0,12,367194240
0,7,18,367195536
0,9,13,367218792
0,2,5,367227360
0,3,4,367228368
0,16,19,367230384
0,1,5,367253100
0,1,19,367369668
0,11,14,367373448
0,5,14,367401096
0,10,15,367427304
0,0,11,367429212
0,8,12,367435944
0,0,9,367515648
0,4,13,367519104
0,3,7,367519680
0,4,5,367521444
0,1,6,367523100
0,0,8,367524108
0,6,13,367541424
0,9,19,367584372
0,17,19,367630272
0,14,15,367632144
0,9,19,367646256
0,4,19,367676964
0,3,16,367679988
0,0,9,367680168
0,3,19,367685424
0,6,12,367686828
0,8,10,367688664
0,6,9,367688952
0,2,12,367689636
0,9,11,367691148
0,0,18,367693668
0,15,16,367694028
0,2,9,367694748
0,11,12,367695000
0,6,7,367695900
0,0,10,367697340
0,17,19,367699824
0,3,7,367700292
0,2,9,367701660
0,0,13,367729272
0,7,18,367743780
0,6,13,367743888
0,4,9,367748640
0,14,19,367773084
0,12,17,367781724
0,1,3,367822620
0,0,12,367823304
0,8,18,367824852
0,6,13,367827516
0,0,4,367829172
0,6,9,367836156
0,1,19,367901604
0,3,12,367919244
0,16,18,367953192
0,11,17,368053776
0,1,2,368057376
0,3,18,368072460
0,9,13,368074188
0,10,15,368076744
0,9,12,368111124
0,3,14,368141616
0,4,8,368143884
0,3,10,368145684
0,7,11,368146728
0,3,6,368146872
0,2,19,368149536
0,1,2,368162604
0,5,13,368165592
0,2,17,368178840
0,6,8,368200044
0,1,16,368207820
0,0,13,368209440
0,15,18,368211240
0,14,18,368212104
0,3,16,368212284
0,14,19,368212716
0,17,19,368213400
0,8,17,368214048
0,1,14,368215020
0,2,13,368215092
0,1,12,368215164
0,1,19,368215848
0,3,11,368216676
0,6,9,368216964
0,1,5,368217720
0,5,7,368218296
0,10,15,368218332
0,8,14,368218404
0,7,14,368218800
0,1,3,368218944
0,2,13,368218980
0,12,19,368219124
0,1,2,368219448
0,0,1,368219628
0,8,11,368219772
0,3,13,368220312
0,2,3,368220528
0,15,16,368220564
0,1,4,368221032
0,2,14,368221176
0,2,18,368221464
0,1,12,368221716
0,4,9,368222040
0,7,11,368222328
0,8,15,368222580
